2.05888	-18.3973
-0.477837	-2.38157
2.17129	-0.426995
-1.30813	-3.00113
3.19522	-6.42109
-5.86768	-4.5722
-1.36555	-2.90687
-6.67198	-5.02269
1.90019	-3.55472
3.45239	-3.34142
0.0706804	-5.92713
4.49506	-4.60738
3.70692	-6.96663
1.96881	-4.77842
4.44816	-3.32166
-8.6086	-18.1475
-15.1819	-26.5054
-19.1493	-19.8565
-12.6383	-29.4232
-14.8093	-26.7538
-12.8258	-25.7754
-10.7212	-27.8053
-11.1216	-25.7129
-3.98633	-24.9039
-0.166224	-16.849
-0.671619	-18.2799
-0.340314	-19.1135
1.94161	-19.9022
3.0979	-19.9657
3.76131	-20.5752
7.2004	-21.1209
6.85206	-20.8347
8.35173	-21.4654
7.57086	-21.0153
9.31641	-21.7466
8.74868	-23.7134
4.17777	-14.7666
-0.371488	-20.2346
0.460697	-25.7563
-0.1131	-29.1215
-0.229057	-31.4271
0.319215	-34.9888
0.185909	-36.8152
-3.2596	-34.9576
-2.77857	-34.0958
-4.82998	-31.9584
-4.17615	-32.7781
1.35045	-17.6999
-0.487205	-30.2535
0.367345	-35.6124
-2.13904	-34.9704
-5.22885	-33.7542
-6.91307	-33.2234
-7.25887	-33.5229
-6.49058	-32.4333
-6.34564	-33.0532
-4.11562	-34.7064
4.45551	-34.5626
2.61986	-25.7246
-0.48659	-21.3164
-3.15945	-23.0073
-1.43733	-28.1045
-1.14909	-27.9084
-0.972307	-28.6415
0.166877	-28.307
3.00029	-30.0313
2.33357	-28.7532
3.14422	-22.4537
0.356036	-15.6227
-1.19694	-18.1343
-2.63649	-16.5726
-3.5595	-17.9108
-2.66956	-19.6414
-3.3497	-21.9914
-3.05009	-25.5957
-5.75774	-24.2111
-5.70252	-24.0305
-8.19541	-14.5855
-8.34314	-13.2709
-4.58641	-13.9391
-3.56872	-20.8642
-5.3958	-20.7093
-6.07237	-23.395
-6.31386	-24.7501
-8.38288	-25.0587
-8.13507	-26.0726
-5.01583	-28.9894
-3.24597	-30.6634
-2.27013	-28.0938
-0.462154	-27.5085
-5.85744	-23.8197
-6.23611	-17.1698
-5.09199	-19.594
-9.99921	-16.1167
-10.4199	-12.1289
-4.7674	-12.3907
1.98712	-13.7553
1.63787	-3.52135
-5.91292	-8.08293
-14.2986	-6.17411
-5.47437	-3.75583
5.48258	-6.53934
-3.1959	-10.1107
-0.612901	-15.8295
4.15773	-9.97617
1.84997	-23.9817
1.83944	-23.2814
1.52878	-20.4919
-3.52286	-20.0614
-4.80936	-19.062
-0.335048	-22.0786
2.13271	-25.901
0.553584	-24.4021
-2.2954	-18.0846
-1.70148	-13.5563
1.22278	-15.1499
8.19649	-6.3877
1.06171	-3.79641
-2.46067	-6.81802
-13.2098	-13.6647
-12.2818	-3.88245
-13.3634	-3.17584
-9.26948	-2.89314
-18.5629	1.11858
-12.7058	-8.11157
-13.4326	-14.3069
-1.51796	-8.31136
-5.49918	-22.0436
3.66533	-12.2755
3.12211	-9.39965
5.34078	-9.46984
4.34194	-5.86514
5.91732	-3.82174
2.90977	-0.701598
9.0877	-2.39453
7.7372	5.2341
2.6975	-1.04902
-1.13167	-10.5408
4.48446	-13.0011
0.470323	-25.7409
4.97983	-19.6335
5.53703	-10.0152
-0.148265	-8.05146
-5.47186	-17.8992
-2.73059	-27.48
-6.97196	-25.3663
-6.17803	-26.3014
-5.37126	-26.9125
-3.10986	-27.0298
-3.90791	-25.9792
-8.16846	-21.6269
-9.84315	-17.1687
-10.6912	-11.9708
-11.5186	-7.20936
-8.824	-4.10406
-12.1031	-0.350906
-13.8226	2.80863
-14.946	1.03566
-16.09	-0.334016
-18.887	-2.50497
-10.3771	-0.0375074
0.40856	-6.67139
-0.053835	-3.9404
-4.56922	-9.71768
2.40028	-3.71887
5.30302	-6.69233
3.81176	2.8311
5.13231	2.73966
2.29048	-8.78207
4.91375	-13.8485
3.12758	-8.64741
3.43197	-15.638
12.1732	-10.0725
7.76727	-16.5578
1.95682	-23.9846
-9.22392	-24.3722
-9.91254	-16.9101
-7.69829	-13.7799
-7.79705	-7.45506
-3.75526	0.973241
-11.4818	-3.63866
-6.74035	-2.72125
-12.586	4.87689
-7.66231	-0.313182
0.546915	2.21254
-4.88756	-1.30745
-3.81757	3.86251
-4.80471	6.4513
2.17577	6.28799
1.0928	4.7015
4.3798	5.16451
4.12281	3.66493
2.92381	6.13097
4.27425	-1.80673
2.87047	-4.448
4.17214	-6.45642
-1.7786	-2.45383
1.69518	2.44374
7.33754	-1.50703
3.24615	-2.65449
0.57192	-7.66855
-0.508905	-4.19752
4.93743	-1.90863
-0.76968	-4.82327
3.98802	-0.88064
-0.846201	-2.98832
-2.03054	-7.31769
0.822109	-1.53993
4.08586	-1.73997
5.38983	0.744399
3.47019	-6.38471
3.24818	-8.81711
6.3667	-10.1602
1.68633	-10.6003
5.87176	-5.13078
6.26902	-2.70863
5.62595	0.911536
-8.54496	-20.159
-4.98743	-23.1006
-1.03384	-27.0367
-8.21695	-23.7453
-5.15223	-15.4775
-7.99807	-5.72297
-7.47766	-10.157
-7.1651	-15.536
-8.26452	-19.3987
-8.71386	-20.0824
-8.66229	-22.689
-5.97043	-25.171
-6.33938	-25.8163
-4.88173	-27.822
-3.45839	-30.141
-2.90281	-32.7147
-2.30287	-33.7584
-0.92904	-34.0467
2.34624	-35.3357
4.35497	-33.6295
3.78208	-34.0951
3.52501	-34.3494
2.44444	-32.8205
-1.18123	-32.7854
-2.57272	-33.3044
-3.72649	-33.3232
-3.98166	-34.4091
-4.63667	-33.0639
-5.80798	-26.32
-8.62496	-19.5826
-12.967	-13.8004
-17.7876	-11.053
-18.863	-11.9576
-20.3124	-14.3708
-16.4068	-16.6842
-8.43346	-19.0539
-6.47911	-15.7598
-3.2795	-1.42189
0.77021	-11.7819
-6.28685	-13.4337
-3.32451	-13.6279
-5.82026	-9.89163
-3.56789	-15.6417
-1.59643	-21.7499
-2.32393	-24.1925
-3.23475	-23.7169
-5.78605	-25.6503
-7.08646	-25.4063
-6.49721	-25.2616
-8.04304	-22.1754
-7.77695	-18.2578
-8.13062	-16.8341
-7.95352	-13.7179
-8.27815	-11.3159
-7.22107	-11.7787
-6.29059	-12.4945
-7.17536	-11.153
-7.05841	-11.7512
-6.50274	-13.1479
-5.83339	-16.3905
2.15374	-21.3569
9.38203	-20.0952
7.40098	-20.7194
9.60124	-20.9094
9.24461	-23.0496
9.30855	-21.9115
10.5987	-22.8552
-1.01168	-17.1149
-2.20091	-15.448
-0.603244	-19.2123
0.72408	-21.7071
5.09999	-23.4379
7.2903	-22.3567
7.09384	-24.8883
5.30568	-25.4557
5.53019	-27.4086
-0.777575	-22.4901
-0.621146	-22.1538
4.50779	-18.9591
6.5282	-22.0524
-0.579698	-17.2506
0.427154	-14.821
5.66558	-10.4582
5.02702	-12.3983
-2.73466	-19.9913
-2.18143	-20.0602
-0.0720384	-21.0875
1.04267	-26.5506
-2.21337	-21.7026
-3.74355	-19.2791
-1.41196	-22.4008
-7.63002	-16.1518
3.43903	-9.0916
3.03883	-7.92139
-0.192959	-9.76936
4.7666	-11.5456
-0.155252	-14.536
-2.29107	-16.7564
5.78991	-10.888
-7.22617	-13.7223
-10.1357	-11.5888
-11.447	-11.9112
-10.972	-12.0821
-8.49772	-11.7907
-4.06712	-7.59304
5.40434	-4.2457
4.95358	-17.2523
3.24991	-10.4629
-6.94944	-19.4462
-5.80175	-17.8457
0.10864	-9.00554
4.22524	-7.71864
-2.82523	-15.6759
-9.52833	-11.2702
-2.44517	-20.8642
-13.2162	-10.0218
-3.68124	-17.7985
-7.77813	-11.2367
-5.82731	-2.68276
-9.77161	-6.43274
-11.9981	-4.32173
-14.0014	-4.92475
-15.1442	-9.7583
-14.8283	-1.79774
-10.122	-12.9199
-9.69775	-10.9605
-7.38032	-8.42808
-2.35154	-17.4896
-10.8599	-19.5045
-1.75328	-24.2316
-6.50048	-17.4272
-3.66689	-21.1498
-8.33571	-17.878
-5.19484	-12.627
-6.66551	-2.40618
-5.91012	-2.14571
-5.64216	-9.83269
-6.08286	-10.3306
2.94126	-8.0962
-3.89676	-9.21123
-6.18641	-8.75163
-6.11567	-5.62992
2.24781	-12.9191
0.21603	-15.1147
-0.0691981	-14.8565
-4.24196	-14.4158
-1.7729	-14.3016
2.69283	-16.2945
4.25419	-24.6311
7.66	-26.7999
7.72257	-25.6675
4.7733	-27.8078
1.03289	-24.8277
-5.1674	-21.9223
-12.2633	-19.6692
-12.7937	-18.3951
-8.26079	-23.8394
0.777567	-23.3336
-0.360726	-21.8266
4.00071	-24.8561
3.44788	-22.6089
1.8758	-20.3928
4.57811	-20.1395
2.73574	-10.5365
1.534	-11.5726
5.69738	-12.122
2.37361	-9.76346
4.75377	-5.61826
-6.57617	-12.6299
-3.21341	-12.7676
3.95593	0.633133
-0.517601	3.13276
-6.8189	-14.7323
-10.7725	-20.3135
-10.6783	-19.1849
-4.2232	-14.7725
1.20699	-3.03307
3.54099	0.0942155
-3.72284	-3.47325
-3.94584	-13.5368
-6.984	-7.44374
-3.16651	-4.43678
0.809384	-2.77542
1.548	-7.27234
1.89937	-15.495
0.00552158	-15.7575
-9.08608	-16.837
-3.52334	-15.2557
5.1677	1.62523
0.37383	-8.69
-3.61634	-12.1458
-1.80418	-11.6409
-3.3913	-10.2261
-2.14185	-11.2289
-3.56539	-8.44535
-2.93684	-9.19951
-4.0008	-9.37285
-3.11682	-10.8697
-1.6879	-13.902
5.76079	-22.175
5.08558	-24.0715
2.8737	-21.2997
3.71899	-16.709
1.67608	-15.1776
-0.600159	-17.5588
-1.29808	-16.1773
0.904019	-19.5814
-0.634822	-21.2751
1.09866	-11.4074
5.90615	-7.22877
9.2107	-4.42007
5.90502	-6.54762
6.4489	-6.08272
4.77081	-1.2029
3.64328	-2.42063
5.9105	-5.70287
0.602884	-7.73811
4.94899	-0.348766
3.65283	-2.23431
-0.299604	-2.9463
1.23106	-6.76311
0.529618	-6.15667
2.13435	-4.39644
-0.237729	-2.95221
-3.27053	-21.6568
-4.24482	-23.2262
-3.28128	-31.6117
-4.52485	-30.9565
-2.5741	-28.8582
-5.71074	-23.1216
-3.44752	-20.1056
-1.15903	-7.24007
-2.44091	-6.23513
-2.22046	-6.58976
-9.10256	-10.5141
-7.00649	-4.57229
-2.02185	-11.4293
-9.07775	-7.4817
-6.89364	-6.67307
-3.29625	-11.4077
-4.29468	-4.82156
0.724711	-3.06466
-1.05362	-0.126186
-2.95088	-3.50837
-9.5223	-15.4438
-14.0061	-14.0398
-14.9334	-12.4793
-13.7132	-12.8907
-15.5936	-13.1441
-15.7124	-10.9387
-12.9743	-14.6248
-10.2562	-16.2701
-6.58307	5.31777
-6.30876	-2.68773
-2.91019	2.95113
-15.6118	-7.17019
-6.40152	-3.67227
-0.860177	-5.50296
-9.90253	-21.5047
-5.00657	-25.4493
0.792335	-28.1611
-0.120527	-20.8073
4.41646	-16.1893
9.92257	-23.5559
5.68502	-22.1282
7.55631	-19.5645
4.5864	-17.2151
0.0151042	-14.8211
0.578996	-13.2529
-0.572546	-10.6674
-4.69465	-15.5464
-6.4563	-15.7283
-7.37178	-14.7911
-10.4025	-12.0463
-10.047	-12.5652
-11.2142	-10.0251
-12.1255	-8.24999
-5.11333	-6.14619
1.87148	-6.30564
-3.90787	-3.44093
-4.49094	-10.4878
-21.0128	-6.20354
-1.77807	-10.0956
-12.0872	-26.1765
-11.3834	-25.5614
-12.61	-23.9828
-11.7672	-18.2782
-11.8969	-14.9917
-12.7223	-13.1594
-8.66409	-12.7233
-7.5286	-9.18847
-5.39436	-4.9405
7.80871	-2.96865
5.11813	-3.622
5.08131	-8.4143
-1.38826	-12.4187
0.526155	-12.4423
0.662359	-14.9769
-3.20032	-21.0794
2.30656	-24.7265
3.11378	-18.4717
6.55745	-26.1955
0.355684	-29.4206
-0.248327	-31.2043
0.655362	-31.2838
0.662962	-31.7546
1.6836	-29.7794
2.23046	-22.5015
-1.1634	-12.1431
-6.7226	-6.08807
-6.76339	-9.54939
-11.0749	-12.2213
-14.3234	-11.1719
-13.4999	-16.6723
-17.9156	-13.3558
-13.6455	-12.6225
-11.2114	-13.5241
-6.20605	-17.5766
-0.648649	-22.0095
0.755617	-2.31943
7.16359	-13.7991
-1.22769	-11.3377
3.60808	-6.08857
2.53728	-11.3496
-6.95567	-15.5514
-6.27713	-17.1297
-5.09676	-19.6264
-1.64806	-22.3287
-0.913824	-25.4696
0.175918	-27.8801
0.496619	-30.1459
0.527114	-33.5527
0.105671	-32.4526
-1.31084	-29.0942
-1.94925	-25.9652
-2.44757	-23.3664
4.01946	-23.3505
4.69085	-23.3194
6.32074	-26.449
7.09163	-26.8701
5.33587	-25.439
4.03692	-25.6395
3.68403	-23.1897
4.48426	-18.2077
1.20353	-17.7636
3.45616	-21.9117
1.08218	-17.8658
-0.518384	-10.8392
6.12814	1.67936
-11.8547	-4.52293
-9.09436	-10.0239
-13.1302	-9.7568
-13.8097	5.56664
-14.721	1.39841
-19.8915	1.01867
-7.9882	5.57444
-17.3958	-5.50115
-12.0018	-6.13466
-1.98848	-4.28813
3.09203	-2.19537
1.56471	-3.294
-4.9424	-6.27228
-6.52263	-5.68931
-4.6942	-7.03204
-4.6532	-5.45311
-5.11884	-8.36118
-7.15	-5.07306
-4.49677	-9.28531
-1.37716	-8.52485
-2.62546	-6.78577
-2.16788	-4.99627
-5.60908	-1.95588
-7.29226	-3.13833
-4.26599	-7.16006
-1.9275	-2.52617
-3.07381	0.703729
2.76929	-0.654262
3.32555	2.55925
4.49831	4.68723
10.5983	-7.60544
-0.284215	-3.78443
3.79895	-2.31141
5.62199	-4.14759
-1.20489	-4.35133
4.99129	-4.9691
4.5861	-3.91688
5.16318	-1.84394
3.15226	-0.911956
0.210567	-8.6277
3.82658	-2.81303
-0.715333	-7.65472
0.944198	-1.72672
2.36374	-5.68929
4.2383	-5.54825
2.72079	-5.89845
-3.2281	-8.09428
5.63373	-1.92951
12.0336	-1.33536
6.28875	-14.6826
0.594344	-16.0232
3.88685	-19.3699
5.43585	-20.9459
5.3653	-16.613
2.16972	-12.1084
1.96115	-13.4082
10.1365	-24.7548
7.56684	-31.3
10.6238	-27.319
9.45364	-25.5757
4.61592	-23.0562
-1.91123	-16.9588
2.56929	-18.4387
2.17064	-7.76405
1.64021	-4.19133
-0.828976	-3.07132
-8.90837	-12.2784
-7.68462	-7.92142
-10.4157	-7.7944
-13.5641	-13.3158
-11.6824	-12.6727
-9.086	-12.705
-10.8966	-16.8521
-3.50991	-22.493
0.990526	-28.5063
0.966475	-32.7154
-1.03371	-31.1461
1.26704	-32.2209
0.835098	-32.3458
-0.35331	-32.5503
0.551297	-34.3079
0.344762	-32.2805
-0.537115	-30.6029
-0.1575	-26.4708
3.84753	-22.2472
3.13256	-21.3482
3.99212	-25.2018
2.0328	-26.3177
1.94805	-24.7049
4.45234	-25.4512
2.30795	-25.8866
-0.637916	-27.7854
1.08047	-29.2239
-4.49474	-22.6619
-4.34163	-17.5925
-4.53623	-18.7617
-6.90439	-13.6651
-3.97296	-11.048
1.40851	-18.9309
-0.11664	-20.437
3.40489	-14.7558
-6.71959	-10.8901
-7.34499	-6.61653
-12.118	-8.78684
-6.75368	-20.2313
-4.36185	-24.5849
-6.06211	-22.6882
-4.80635	-19.3284
-4.22778	-17.5601
-4.56065	-14.902
-6.6532	-12.1962
-8.9402	-9.97736
-12.8496	-8.73864
-7.88644	-13.9609
4.41558	0.296138
-4.34893	-16.1507
1.73195	-23.4028
-6.53822	-16.3985
-5.42605	-20.4974
-5.65252	-17.6815
-2.40145	-11.9194
-1.19128	-27.4755
-2.34071	-32.3769
-5.81896	-34.3139
-4.58753	-32.6666
1.5225	-29.2483
3.70943	-34.2309
-1.55477	-19.5418
5.49396	-11.2378
2.12336	-10.4245
2.86968	-18.1066
0.850899	-16.1651
-4.56758	-27.2713
0.790744	-17.666
-2.37462	-19.8983
-5.64731	-15.914
-6.07197	-13.6566
-6.99285	-11.7211
-9.13069	-12.2937
-0.970982	-20.3039
7.13996	-17.9404
6.10217	-16.8138
6.20074	-17.5004
5.30541	-18.786
4.8705	-21.23
2.90643	-19.9425
3.25993	-19.6754
-3.40213	-18.8353
-5.78124	-24.088
-7.85737	-23.9709
-10.3404	-20.4652
-8.83952	-21.1896
-10.316	-17.9787
-5.23983	-17.853
1.8256	-16.8153
7.10805	-18.9432
8.65499	-23.191
4.03571	-20.519
2.52831	-16.6937
0.445925	-14.0514
3.75178	-14.2293
6.90616	-15.5357
5.61188	-9.23647
10.6732	-2.93439
7.37086	-4.25674
10.1645	-7.41011
4.59923	-11.8266
9.27869	-11.3285
-3.6634	-1.80715
-14.3551	-13.6964
-6.99999	-16.3885
-3.61291	-21.2881
-1.07759	-30.0125
-0.721993	-32.4102
3.51526	-36.5859
1.43531	-36.234
